AM_STRT_NAME,AM_DRNR,COL_DES,COLO_ZIPCODE,CIUDAD,ESTADO,COD_PAIS,DELMUN,state,county,city,district,street,houseNumber,postalCode,reference,lat,lng,score,prev_score,PP_calle,PP_numero,PP_cp,PP_latitud,PP_longitud,PP_ciudad,PP_colonia,PP_neighborhood,PP_state,PP_estado,PP_country_code,PP_cp_num,PP_diferencia,PP_alcaldia,PP_method
AV. SAGRADO CORAZON,75,TAMAULIPAS SECCION VIRGENCITAS,57300.0,CIUDAD NEZAHUALCOYOTL,ESTADO DE MEXICO,MEXICO,NEZAHUALCOYOTL,México,Nezahualcóyotl,Ciudad Nezahualcóyotl,Tamaulipas Sección Virgencitas,Avenida Sagrado Corazón,75,57300.0,,19.419399,-99.0308525,0.3,0.8,Avenida Señora de Lourdes,69.0,57300,19.4189393,-99.0340693,Nezahualcóyotl,Virgencitas,None,Méx.,Estado de México,MX,57300.0,6.0,,FUZZ
AVENIDA 4 PTE,1302,PUEBLA CENTRO,72000.0,PUEBLA,PUEBLA,MEXICO,PUEBLA,Puebla,Puebla,Puebla,Puebla Centro,Avenida 4 Pte,1302,72000.0,,19.05092,-98.2067,0.93,1.0,Avenida 4 Poniente,1302.0,72000,19.0511756,-98.2064449,Heroica Puebla de Zaragoza,Centro,None,Pue.,Puebla,MX,72000.0,0.0,,FUZZ
COTO ALFA C%AURO FRACC PASEO DE LOS AGAVES 843 120,843,PASEO DE LOS AGAVES,45675.0,TLAJOMULCO DE ZUÑIGA,JALISCO,MEXICO,TLAJOMULCO DE ZUÑIGA,Jalisco,Tlajomulco de Zúñiga,Tlajomulco de Zúñiga,Paseo de Los Agaves,Paseo de Los Agaves,843,45675.0,Coto Alfa C%Auro Fracc 120 843,20.4716143,-103.2800564,0.3,0.3,"Coto hornos, paseo de los agaves",0.0,45675,20.4760164,-103.2679458,El Capulín,Paseo de los Agaves,None,Jal.,Jalisco,MX,45675.0,843.0,,SUB
HERMENEGILDO GALEANA,305 INT 305 DE,CIUDAD ALTAMIRANO CENTRO,40660.0,CIUDAD ALTAMIRANO,GUERRERO,MEXICO,PUNGARABATO,Guerrero,Pungarabato,Ciudad Altamirano,Ciudad Altamirano Centro,Hermenegildo Galeana,305,40660.0,Interior 305 Departamento,18.3535636,-100.6677612,1.0,1.0,Hermenegildo Galeana,0.0,40660,18.3570059,-100.6656659,Ciudad Altamirano,None,None,Gro.,Guerrero,MX,40660.0,305.0,,EXACT
LAGUNA DE CHAMPAYAN 750,0,LA POTOSINA,89603.0,ALTAMIRA,TAMAULIPAS,MEXICO,ALTAMIRA,Tamaulipas,Altamira,Altamira,La Potosina,Laguna de Champayan,750,89603.0,,22.38721,-97.9499056,0.8,0.8,De la Cantera,327.0,89603,22.3886386,-97.8850943,Miramar,None,Santa Mónica,Tamps.,Tamaulipas,MX,89603.0,423.0,,FUZZ
BAJA CALIFORNIA 304,NO 304,MISION DE LAS VILLAS,66369.0,SANTA CATARINA,NUEVO LEON,MEXICO,SANTA CATARINA,Nuevo León,Santa Catarina,Santa Catarina,Misión de las Villas,Baja California,304 No 304,66369.0,,25.7005,-100.4547,0.96,0.3,Baja California,313.0,66369,25.7006517,-100.4543753,Santa Catarina,Misión de las Villas,None,N.L.,Nuevo León,MX,66369.0,9.0,,EXACT
MANUEL AVILA CAMACHO,103 A,JESUS TERAN PEREDO,20260.0,AGUASCALIENTES,AGUASCALIENTES,MEXICO,AGUASCALIENTES,Aguascalientes,Aguascalientes,Aguascalientes,Jesús Terán Peredo,Manuel Ávila Camacho,103 A,20260.0,,21.87095,-102.27635,0.99,1.0,Manuel Ávila Camacho,103.0,20260,21.8709181,-102.2762417,Aguascalientes,Jesús Terán,None,Ags.,Aguascalientes,MX,20260.0,0.0,,EXACT
CORAS,3565,MONRAZ,44670.0,GUADALAJARA,JALISCO,MEXICO,GUADALAJARA,Jalisco,Guadalajara,Guadalajara,Monraz,Coras,3565,44670.0,,20.68018,-103.40007,0.98,0.98,Calle Coras,3516.0,44670,20.6805691,-103.3989635,Guadalajara,Monraz,None,Jal.,Jalisco,MX,44670.0,49.0,,SUB
33 X 40 Y 44,200,POLIGONO 108,97143.0,MERIDA,YUCATAN,MEXICO,MERIDA,Yucatán,Mérida,Mérida,Polígono 108,Calle 33,200,97143.0,Entre Calle 40 Y Calle 44,20.9884,-89.56716,0.99,1.0,Calle 33,200.0,97143,20.9994962,-89.5736499,Mérida,Itzimná Polígono 108,None,Yuc.,Yucatán,MX,97143.0,0.0,,EXACT
LLUVIA,12,FRACCIORAMA 2000,24090.0,CAMPECHE,CAMPECHE,MEXICO,CAMPECHE,Campeche,Campeche,Campeche,Fracciorama 2000,Lluvia,12,24090.0,,19.82642,-90.52989,1.0,1.0,Calle Llovizna,14.0,24090,19.8269661,-90.5287547,Campeche,Fracciorama 2000,None,Camp.,Campeche,MX,24090.0,2.0,,FUZZ
ROBERTO DAVILA,S,POLANCO V SECCION,11560.0,CIUDAD DE MEXICO,CIUDAD DE MEXICO,MEXICO,MIGUEL HIDALGO,Ciudad de México,Miguel Hidalgo,Ciudad de México,Polanco V Sección,Roberto Dávila,S,11560.0,,19.4364343,-99.2043094,1.0,1.0,AVENIDA NEWTON,31.0,11560,19.4302868993,-99.19247133,,polanco 4 seccion,,,,,11560.0,31.0,miguel hidalgo,FUZZ
FRAY ANTONIO DE SEGOVIA,NO 98,SAN JUAN DE LOS LAGOS CENTRO,47000.0,SAN JUAN DE LOS LAGOS,JALISCO,MEXICO,SAN JUAN DE LOS LAGOS,Jalisco,San Juan de los Lagos,San Juan de los Lagos,San Juan de los Lagos Centro,Fray Antonio de Segovia,98,47000.0,,21.24684,-102.32922,1.0,1.0,Fray Antonio de Segovia,79.0,47000,21.2467612,-102.3294129,San Juan de los Lagos,Centro,None,Jal.,Jalisco,MX,47000.0,19.0,,EXACT
LIBRAMIENTO A PUERTO 2 BOCAS,,LAS FLORES 1RA. SECCION,86600.0,LAS FLORES 1A SECC,TABASCO,MEXICO,PARAISO,Tabasco,Paraíso,Paraíso,Las Flores 1ra. Sección,Libramiento A Puerto 2 Bocas,,86600.0,,18.3828512,-93.2339981,0.5,0.5,Libramiento a 2 Bocas,1.0,86600,18.4009449,-93.2172637,Paraíso,El Limon,None,Tab.,Tabasco,MX,86600.0,1.0,,FUZZ
MARTIRES DE CHICAGO,150,EL TESORO,96536.0,COATZACOALCOS,VERACRUZ,MEXICO,COATZACOALCOS,Veracruz de Ignacio de la Llave,Coatzacoalcos,Coatzacoalcos,El Tesoro,Mártires de Chicago,150,96536.0,,18.14403,-94.49423,1.0,1.0,Mártires de Chicago,117.0,96536,18.1440305,-94.4920327,Coatzacoalcos,El Tesoro,None,Ver.,Veracruz,MX,96536.0,33.0,,EXACT
GALEANA 468,-,EL LECHUGAL,66376.0,SANTA CATARINA,NUEVO LEON,MEXICO,SANTA CATARINA,Nuevo León,Santa Catarina,Santa Catarina,El Lechugal,Galeana,468,66376.0,,25.66871,-100.44792,0.99,1.0,Galeana,468.0,66376,25.6686575,-100.446928,Santa Catarina,El Lechugal,None,N.L.,Nuevo León,MX,66376.0,0.0,,EXACT
"COAHUILA, #122-124 INT: LETRA N101. ENTREGA EN: , PISO: , ACCESIBLE POR: , ENTRE",122-124 LETRA N,ROMA NORTE,6700.0,CIUDAD DE MEXICO,CIUDAD DE MEXICO,MEXICO,CUAUHTEMOC,Ciudad de México,Cuauhtémoc,Ciudad de México,Roma Norte,Coahuila,122-124,6700.0,"Interior Letra N101, 122-124 Letra N",19.4116697,-99.1615061,1.0,1.0,COAHUILA,123.0,6700,19.41183943,-99.16152976,,roma norte,,,,,6700.0,1.0,cuauhtemoc,EXACT
BLVD DELTA,202,INDUSTRIAL DELTA,37545.0,LEON,GUANAJUATO,MEXICO,LEON,Guanajuato,León,León,Industrial Delta,Blvd Delta,202,37545.0,,21.08861,-101.62274,0.99,0.93,Boulevard Delta,102.0,37545,21.0894817,-101.6222657,León,Industrial Delta,None,Gto.,Guanajuato,MX,37545.0,100.0,,FUZZ
CARRETERA 57,KM13.6,NAVA CENTRO,26170.0,NAVA,COAHUILA,MEXICO,NAVA,Coahuila de Zaragoza,Nava,Nava,Nava Centro,Carretera 57,Km 13.6,26170.0,,28.4315032,-100.7804515,0.5,0.5,Venustiano Carranza,124.0,26170,28.4217607,-100.7708564,Nava,Zona Centro,None,Coah.,Coahuila de Zaragoza,MX,26170.0,111.0,,FUZZ
QUIMICA,#342,PARQUE INDUSTRIAL ORIENTE,27272.0,TORREON,COAHUILA,MEXICO,TORREON,Coahuila de Zaragoza,Torreón,Torreón,Parque Industrial Oriente,Química,342,27272.0,,25.5271,-103.37122,1.0,1.0,América,128.0,27272,25.5156638,-103.3936181,Torreón,Rincón de la Hacienda,None,Coah.,Coahuila de Zaragoza,MX,27272.0,214.0,,FUZZ
CALLE POZA RICA,LOTE 2,INDEPENDENCIA,91016.0,XALAPA,VERACRUZ,MEXICO,XALAPA,Veracruz de Ignacio de la Llave,Xalapa,Xalapa,Independencia,Calle Poza Rica,Lote 2,91016.0,,19.5663,-96.95065,1.0,0.9,Calle Puerto Vallarta,1.0,91016,19.5591066,-96.9364517,Xalapa-Enríquez,Niños Heroes,None,Ver.,Veracruz,MX,91016.0,1.0,,FUZZ
CHIMALPOPOCA 131,SN,LOPEZ MATEOS,82140.0,MAZATLAN,SINALOA,MEXICO,MAZATLAN,Sinaloa,Mazatlán,Mazatlán,López Mateos,Chimalpopoca,131 SN,82140.0,,23.23818,-106.42642,1.0,1.0,Chimalpopoca,106.0,82140,23.2369041,-106.4261634,Mazatlán,Lopez Mateos,None,Sin.,Sinaloa,MX,82140.0,25.0,,EXACT
ADOLFO PRIETO,1353 INT 303,DEL VALLE CENTRO,3100.0,CIUDAD DE MEXICO,CIUDAD DE MEXICO,MEXICO,BENITO JUAREZ,Ciudad de México,Benito Juárez,Ciudad de México,Del Valle Centro,Adolfo Prieto,1353,3100.0,Interior 303,19.37954,-99.1709,1.0,1.0,ADOLFO PRIETO,1353.0,3100,19.3796349523,-99.1710776248,,del valle centro,,,,,3100.0,0.0,benito juarez,EXACT
JUAN ALDAMA,519,ATASTA DE SERRA,86100.0,VILLAHERMOSA,TABASCO,MEXICO,CENTRO,Tabasco,Centro,Villahermosa,Atasta de Serra,Juan Aldama,519,86100.0,,17.9794867,-92.938227,0.5,0.8,Altamira,321.0,86100,17.9793027,-92.9489829,Villahermosa,Atasta de Serra,None,Tab.,Tabasco,MX,86100.0,198.0,,FUZZ
BLVD FUENTES MARES,1401 BODEGA 3,VILLA JUAREZ,31064.0,CHIHUAHUA,CHIHUAHUA,MEXICO,CHIHUAHUA,Chihuahua,Chihuahua,Chihuahua,Villa Juárez,Boulevard Fuentes Mares,1401,31064.0,Bodega 3,28.61444,-106.01311,0.99,1.0,Boulevard Jose Fuentes Mares,2.0,31064,28.6204501,-106.0259302,Chihuahua,División del Norte,None,Chih.,Chihuahua,MX,31064.0,1399.0,,FUZZ
AV AVIACION,4310,VALLE REAL,45019.0,ZAPOPAN,JALISCO,MEXICO,ZAPOPAN,Jalisco,Zapopan,Zapopan,Valle Real,Avenida Aviación,4310,45019.0,,20.72824,-103.45233,1.0,1.0,Avenida Aviación,4310.0,45019,20.7287649,-103.4518983,Zapopan,None,None,Jal.,Jalisco,MX,45019.0,0.0,,EXACT
TINUM,490,PEDREGAL DE SAN NICOLAS 4A SECCION,14100.0,CIUDAD DE MEXICO,CIUDAD DE MEXICO,MEXICO,TLALPAN,Ciudad de México,Tlalpan,Ciudad de México,Pedregal de San Nicolás 4A Sección,Tinum,490,14100.0,,19.27643,-99.234,1.0,1.0,TINUM,490.0,14100,19.2764161025,-99.233819734,,pedregal san nicolas 4 seccion,,,,,14100.0,0.0,tlalpan,EXACT
ACEBO,5570,VILLA DEL CEDRO,80058.0,CULIACAN,SINALOA,MEXICO,CULIACAN,Sinaloa,Culiacán,Culiacán,Villa del Cedro,Acebo,5570,80058.0,,24.82714,-107.45716,0.99,0.8,Acebo,5570.0,80058,24.8270666,-107.45649,None,None,None,Sin.,Sinaloa,MX,80058.0,0.0,,EXACT
INDEPENDENCIA,741,SAN MIGUEL,37390.0,LEON,GUANAJUATO,MEXICO,LEON,Guanajuato,León,León,San Miguel,Independencia,741,37390.0,,21.11049,-101.68296,0.99,0.93,Calle Independencia,741.0,37390,21.1104062,-101.6829503,León,San Miguel,None,Gto.,Guanajuato,MX,37390.0,0.0,,SUB
AV. MARIANO OTERO,1915-D,RESIDENCIAL VICTORIA,45089.0,ZAPOPAN,JALISCO,MEXICO,ZAPOPAN,Jalisco,Zapopan,Zapopan,Residencial Victoria,Avenida Mariano Otero,1915-D,45089.0,,20.6486,-103.40203,0.99,1.0,Avenida Mariano Otero,1917.0,45089,20.6481006,-103.4022135,Zapopan,Victoria,None,Jal.,Jalisco,MX,45089.0,2.0,,EXACT
BOULEVARD ADOLFO LÓPEZ MATEOS,#724 PONIENTE,CELAYA CENTRO,38000.0,CELAYA,GUANAJUATO,MEXICO,CELAYA,Guanajuato,Celaya,Celaya,Celaya Centro,Boulevard Adolfo López Mateos,724 Poniente,38000.0,,20.5197047,-100.8212342,1.0,1.0,Boulevard Adolfo López Mateos,726.0,38000,20.519816,-100.82127,Celaya,Colonia Centro,None,Gto.,Guanajuato,MX,38000.0,2.0,,EXACT
CHIMALPOPOCA 131,SN,LOPEZ MATEOS,82140.0,MAZATLAN,SINALOA,MEXICO,MAZATLAN,Sinaloa,Mazatlán,Mazatlán,López Mateos,Chimalpopoca,131 SN,82140.0,,23.23818,-106.42642,1.0,1.0,Chimalpopoca,106.0,82140,23.2369041,-106.4261634,Mazatlán,Lopez Mateos,None,Sin.,Sinaloa,MX,82140.0,25.0,,EXACT
R CHACON,1529,PRIMERO DE MAYO,91757.0,VERACRUZ,VERACRUZ,MEXICO,VERACRUZ,Veracruz de Ignacio de la Llave,Veracruz,Veracruz,Primero de Mayo,Ricardo Chacón,1529,91757.0,,19.17348,-96.14178,0.9,0.3,R Chacón,30.0,91757,19.1729705,-96.1408135,Veracruz,Primero de Mayo,None,Ver.,Veracruz,MX,91757.0,1499.0,,FUZZ
CALLE 1 LOTE8,EXT:74,EL ARROYO,91154.0,XALAPA,VERACRUZ,MEXICO,XALAPA,Veracruz de Ignacio de la Llave,Xalapa,Xalapa,El Arroyo,Calle 1,Lote 8,91154.0,Ext: 74,19.55281,-96.89801,0.99,0.5,Calle 1,23.0,91154,19.5532375,-96.8984225,Xalapa-Enríquez,Sumidero,fraccionamiento Murano,Ver.,Veracruz,MX,91154.0,15.0,,EXACT
MIGUEL D LA MADRID  1907 INT 1,1,CLUB CAMPESTRE,20100.0,AGUASCALIENTES,AGUASCALIENTES,MEXICO,AGUASCALIENTES,Aguascalientes,Aguascalientes,Aguascalientes,Club Campestre,Miguel de la Madrid,1907,20100.0,Interior 1 1,21.9378311,-102.3250565,0.8,0.3,De La Pila,119.0,20100,21.9350996,-102.3273624,Aguascalientes,Rancho San Antonio,None,Ags.,Aguascalientes,MX,20100.0,1788.0,,FUZZ
Pº SAUVE 823   PASEO DEL VERGEL PRIV GAUDI,SN,AMPLIACION LOS NOGALES,64988.0,MONTERREY,NUEVO LEON,MEXICO,MONTERREY,Nuevo León,Monterrey,Monterrey,Ampliación los Nogales,Paseo Sauve,823,64988.0,Paseo Del Vergel Priv Gaudi Sn,25.5877203,-100.2383992,0.8,0.8,Paseo Sauve,802.0,64988,25.5870571,-100.2380929,Monterrey,Paseo Del Vergel,None,N.L.,Nuevo León,MX,64988.0,21.0,,EXACT
"DEPORTIVO INTERNACIONAL MZ 423 LT 7480, ENTRE ACAYUCAN Y MONTAÑISTAS MEXICANOS",MZ 423 LT 7480,LAZARO CARDENAS 1RA. SECCION,54189.0,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,MEXICO,TLALNEPANTLA DE BAZ,México,Tlalnepantla de Baz,Tlalnepantla de Baz,Lázaro Cárdenas 1ra. Sección,Deportivo Internacional,Mz 423 Lt 7480,54189.0,Entre Acayucan y Montañistas Mexicanos Mz 423 Lt 7480,19.5295177,-99.122817,0.3,1.0,Expedicionario Deportivo Internacional,422.0,54189,19.53367972,-99.11940336,Tlalnepantla de Baz,Lazaro Cardenas 1ra Sección,None,Méx.,Estado de México,MX,54189.0,1.0,,SUB
"SANTA MARTHA, #5. ENTREGA EN: , PISO: , ACCESIBLE POR: , ENTRE CALLES: , REFEREN",5,SAN JORGE TEZOQUIPAN,90147.0,SAN JORGE TEZOQUIPAN,TLAXCALA,MEXICO,PANOTLA,Tlaxcala,Panotla,San Jorge Tezoquipan,San Jorge Tezoquipan,Santa Martha,5,90147.0,,19.32399,-98.31601,1.0,1.0,San Martin Texmelucan - Tlaxcala,1.0,90147,19.3183372,-98.3150428,San Jorge Tezoquipan,Tercera,None,Tlax.,Tlaxcala,MX,90147.0,4.0,,FUZZ
CALLE CERCETA CAFÉ,542,SANTA CAROLINA,28864.0,MANZANILLO,COLIMA,MEXICO,MANZANILLO,Colima,Manzanillo,Manzanillo,Santa Carolina,Calle Cerceta Café,542,28864.0,,19.13112,-104.33204,0.99,1.0,Calle Galilea,106.0,28864,19.1183183,-104.3454716,Manzanillo,Lomas del Mar,None,Col.,Colima,MX,28864.0,436.0,,FUZZ
OCURRE,SN,SAN LUIS POTOSI CENTRO,78000.0,SAN LUIS POTOSI,SAN LUIS POTOSI,MEXICO,SAN LUIS POTOSI,San Luis Potosí,San Luis Potosí,San Luis Potosí,San Luis Potosí Centro,Ocurre,SN,78000.0,,22.15271,-100.97663,0.91,0.3,Herrera,156.0,78000,22.1491689,-100.9805121,San Luis Potosí,Centro Historico,None,S.L.P.,San Luis Potosí,MX,78000.0,156.0,,FUZZ
37,SN,MORELOS,24350.0,ESCARCEGA,CAMPECHE,MEXICO,ESCARCEGA,Campeche,Escárcega,Escárcega,Morelos,Calle Morelos,37 SN,24350.0,,19.8301251,-90.5349087,0.3,0.5,ENTRE CALLES,39.0,24350,18.6059647,-90.7369603,Escárcega,Morelos,None,Camp.,Campeche,MX,24350.0,2.0,,FUZZ
ZARZAS,219,OASIS,25210.0,SALTILLO,COAHUILA,MEXICO,SALTILLO,Coahuila de Zaragoza,Saltillo,Saltillo,Oasis,Zarzas,219,25210.0,,25.47336,-100.97851,0.99,0.8,Artezas,151.0,25210,25.4867858,-100.9745844,Saltillo,Residencial Privadas de Santiago,None,Coah.,Coahuila de Zaragoza,MX,25210.0,68.0,,FUZZ
AV SOLIDARIDAD LAS TORRES,2226 1,SAN JERONIMO CHICAHUALCO,52170.0,METEPEC,ESTADO DE MEXICO,MEXICO,METEPEC,México,Metepec,Metepec,San Jerónimo Chicahualco,Avenida Solidaridad Las Torres,2226 1,52170.0,,19.2763,-99.59211,0.95,1.0,Boulevard Solidaridad las Torres,2226.0,52170,19.278481,-99.5765082,San Jerónimo Chicahualco,San Salvador Tizatlali,None,Méx.,Estado de México,MX,52170.0,0.0,,FUZZ
CALLE IGNACIO COMONFORT 14203,SN,JARDINES DEL ESTADIO,78280.0,SAN LUIS POTOSI,SAN LUIS POTOSI,MEXICO,SAN LUIS POTOSI,San Luis Potosí,San Luis Potosí,San Luis Potosí,Jardines Del Estadio,Calle Ignacio Comonfort,14203,78280.0,Sin Número,22.14427,-100.99012,0.95,0.5,Ignacio Comonfort,1396.0,78280,22.1446281,-100.9888104,San Luis Potosí,Alamitos,None,S.L.P.,San Luis Potosí,MX,78280.0,12807.0,,FUZZ
AVE. ANTONIO DE MONTES #6906, ,PANAMERICANA,31210.0,CHIHUAHUA,CHIHUAHUA,MEXICO,CHIHUAHUA,Chihuahua,Chihuahua,Chihuahua,Panamericana,Avenida Antonio de Montes,6906,31210.0,,28.65173,-106.1152,1.0,1.0,Avenida Antonio de Montes,6500.0,31210,28.6513976,-106.1129253,Chihuahua,Panamericana,None,Chih.,Chihuahua,MX,31210.0,406.0,,EXACT
AVENIDA DE LA JOYA ELCARMEN,EXT: 126,LA JOYA,42830.0,LA JOYA,HIDALGO,MEXICO,TULA DE ALLENDE,Hidalgo,Tula de Allende,Tula de Allende,La Joya,Avenida de la Joya,126,42830.0,El Carmen,20.01977,-99.34446,0.96,1.0,Avenida Principal,86.0,42830,20.0376559,-99.3295735,San Marcos,Montecillo,None,Hgo.,Hidalgo,MX,42830.0,40.0,,FUZZ
57 ENTRE 42 Y 28,EXT: 28,C. SALINAS DE GORTARI,24350.0,ESCARCEGA,CAMPECHE,MEXICO,ESCARCEGA,Campeche,Escárcega,Escárcega,C. Salinas de Gortari,Calle 57,28,24350.0,Entre Calle 42 Y Calle 28,18.60463,-90.74731,0.93,0.8,Calle 57,0.0,24350,18.6024095,-90.7477394,Escárcega,Unidad Esfuerzo y Trabajo II,None,Camp.,Campeche,MX,24350.0,28.0,,EXACT
JOSE MARIA IGLESIAS 42 Y JUAN CABRAL   PERIODISTA,SN,CASERIO SOLAR,83156.0,HERMOSILLO,SONORA,MEXICO,HERMOSILLO,Sonora,Hermosillo,Hermosillo,Periodista,José María Iglesias,42,83156.0,"Y Juan Cabral SN, Caserío Solar",29.1049,-110.94809,1.0,1.0,José María Iglesias,43.0,83156,29.1047294,-110.9487775,Hermosillo,Periodista,None,Son.,Sonora,MX,83156.0,1.0,,EXACT
AV MARIANO ARISTA,906,SANTUARIO,78380.0,SAN LUIS POTOSI,SAN LUIS POTOSI,MEXICO,SAN LUIS POTOSI,San Luis Potosí,San Luis Potosí,San Luis Potosí,Santuario,Avenida Mariano Arista,906,78380.0,,22.1517661,-100.9881631,1.0,1.0,Avenida Antillas,1160.0,78380,22.1093314,-100.9498656,San Luis Potosí,Lomas de Satelite 1ra Sección,None,S.L.P.,San Luis Potosí,MX,78380.0,254.0,,FUZZ
20 DE NOVIEMBRE,993,CENTRO HISTORICO,58000.0,MORELIA,MICHOACAN,MEXICO,MORELIA,Michoacán de Ocampo,Morelia,Morelia,Centro Histórico,20 de Noviembre,993,58000.0,,19.7043684,-101.1818821,1.0,1.0,20 de Noviembre,1023.0,58000,19.7042825,-101.1816342,Morelia,Centro histórico de Morelia,None,Mich.,Michoacán,MX,58000.0,30.0,,EXACT
CALLE,11,CUERNAVACA CENTRO,62000.0,CUERNAVACA,MORELOS,MEXICO,CUERNAVACA,Morelos,Cuernavaca,Cuernavaca,Cuernavaca Centro,Calle 11,,62000.0,,18.9143261,-99.2367016,1.0,1.0,Calle Gutemberg,2.0,62000,18.9220779,-99.233499,Cuernavaca,Centro,Cuernavaca Centro,Mor.,Morelos,MX,62000.0,2.0,,FUZZ
CALLE RODOLFO CAMPODONICO,1397,MATIAS MENDEZ LIMON,85020.0,CIUDAD OBREGON,SONORA,MEXICO,CAJEME,Sonora,Cajeme,Ciudad Obregón,Matías Méndez Limón,Calle Rodolfo Campodónico,1397,85020.0,,27.51684,-109.92535,0.93,0.8,Calle Cerezo,2505.0,85020,27.5197621,-109.9079819,Ciudad Obregón,Beltrones,None,Son.,Sonora,MX,85020.0,1108.0,,FUZZ
VALLE DEL DRAVE,109 2,VALLE DE ARAGON 3RA SECCION PONIENTE,55280.0,ECATEPEC DE MORELOS,ESTADO DE MEXICO,MEXICO,ECATEPEC DE MORELOS,México,Ecatepec de Morelos,Ecatepec de Morelos,Valle de Aragón 3ra Sección Poniente,Valle del Drave,109 2,55280.0,,19.4995234,-99.050359,1.0,1.0,Valle del Drave,109.0,55280,19.4995729,-99.0504684,Ecatepec de Morelos,Valle de Aragon 3ra Sección,None,Méx.,Estado de México,MX,55280.0,0.0,,EXACT
CONSTITUCION NO2557,SN,REAL DE SANTIAGO,81293.0,LOS MOCHIS,SINALOA,MEXICO,AHOME,Sinaloa,Ahome,Los Mochis,Real de Santiago,Constitución,2557 SN,81293.0,,25.76345,-109.00264,0.9,0.3,Cerrada Montecarlo,0.0,81293,25.7704365,-108.9992261,Los Mochis,Las Nubes,None,Sin.,Sinaloa,MX,81293.0,2557.0,,FUZZ
ORIENTE 241 - A,102,AGRICOLA ORIENTAL,8500.0,CIUDAD DE MEXICO,CIUDAD DE MEXICO,MEXICO,IZTACALCO,Ciudad De México,Iztacalco,Ciudad De México,Agrícola Oriental,Oriente 241 A,102,8500.0,,19.39957,-99.07143,1.0,1.0,CALLE ORIENTE 241 A,102.0,8500,19.3994294024,-99.0712755892,,agricola oriental,,,,,8500.0,0.0,iztacalco,SUB
1923 SUMATRA AVE,1923,,,,,,,,,,,Sumatra Ave,1923,,1923,23.634501,-102.552784,0.3,0.5,,,,,,,,,,,,,,,
CALLEDELABARRANCA SAN GERONIMO,EXT: 26,SAN CRISTOBAL TULCINGO CALERAS,72100.0,PUEBLA,PUEBLA,MEXICO,PUEBLA,Puebla,Puebla,Puebla,San Cristóbal Tulcingo Caleras,Calle de la Barranca,26,72100.0,Ext,19.1159357,-98.2144627,0.3,1.0,Calle la Barranca,26.0,72100,19.0903621,-98.2125478,Heroica Puebla de Zaragoza,San Jerónimo Caleras,None,Pue.,Puebla,MX,72100.0,0.0,,FUZZ
"""F""",LT 9 MZ3,CODICE MENDOCINO II,55236.0,ECATEPEC DE MORELOS,ESTADO DE MEXICO,MEXICO,ECATEPEC DE MORELOS,México,Ecatepec de Morelos,Ecatepec de Morelos,Códice Mendocino II,Calle F,Lt 9 Mz 3,55236.0,,19.49229,-99.02301,0.93,0.5,Calle E,0.0,55236,19.4929945,-99.0229932,Ecatepec de Morelos,028,None,Méx.,Estado de México,MX,55236.0,9.0,,FUZZ
LA PILA AZUL,EXT: 30,LA JOYA IXTACALA,54160.0,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,MEXICO,TLALNEPANTLA DE BAZ,México,Tlalnepantla de Baz,Tlalnepantla de Baz,La Joya Ixtacala,La Pila Azul,30,54160.0,,19.5276499,-99.1781383,0.3,0.3,Calle Lapislazuli,46.0,54160,19.5307461,-99.1766664,Ciudad de México,Santa Rosa,None,Méx.,Estado de México,MX,54160.0,16.0,,FUZZ
SANTA ROSA,EXT: 58,LA PROVIDENCIA SIGLO XXI,42186.0,LA PROVIDENCIA SIGLO XXI,HIDALGO,MEXICO,MINERAL DE LA REFORMA,Hidalgo,Mineral de la Reforma,La Providencia Siglo XXI,La Providencia Siglo XXI,Santa Rosa,58,42186.0,,20.06003,-98.72014,0.99,1.0,Santa Rosa,58.0,42186,20.0603458,-98.7208565,Mineral de la Reforma,La Providencia,None,Hgo.,Hidalgo,MX,42186.0,0.0,,EXACT
BUGAMBILIAS,EXT: 101,LOMAS DEL AEROPUERTO,45693.0,LOMAS DEL AEROPUERTO,JALISCO,MEXICO,EL SALTO,Jalisco,El Salto,El Salto,Lomas del Aeropuerto,Bugambilias,101,45693.0,,20.5583597,-103.3143464,1.0,1.0,Gardenias,103.0,45693,20.5596827,-103.3126314,Las Pintitas,Centro,Minerales,Jal.,Jalisco,MX,45693.0,2.0,,FUZZ
CALLE PEREYRA,1413,VICTORIA DE DURANGO CENTRO,34000.0,DURANGO,DURANGO,MEXICO,DURANGO,Durango,Durango,Durango,Victoria de Durango Centro,Calle Pereyra,1413,34000.0,,24.0316736,-104.678029,1.0,1.0,Calle Regato,504.0,34000,24.0238169,-104.6580976,Durango,Zona Centro,None,Dgo.,Durango,MX,34000.0,909.0,,FUZZ
TECNOLOGICO DE CHETUMAL 42 SN, ,MIRAFLORES II,77023.0,CHETUMAL,QUINTANA ROO,MEXICO,OTHON P. BLANCO,Quintana Roo,Othón P. Blanco,Chetumal,Miraflores II,Tecnológico De Chetumal,42 SN,77023.0,,18.5210088,-88.3090283,0.8,0.8,Emilio Portes Gil,110.0,77023,18.5152226,-88.3214349,Chetumal,Enrique Ramírez y Ramírez,Fractionation Milenio,Q.R.,Quintana Roo,MX,77023.0,68.0,,FUZZ
